SalesOrderNumber,SalesOrderLineNumber,OrderDate,CustomerId,CustomerName,EmailAddress,Item,Quantity,UnitPrice,TaxAmount
ORD1480,1,2023-05-24,d7825ea3-bbff-46e9-93e7-e89335fab528,Martin Campos,jacksonraymond@alvarez-vaughan.net,Laptop,8,1082.39,865.91
ORD1481,2,2023-02-21,b4a2b699-aefa-423b-a13a-9ff93bd13a43,Dennis Moreno,robertslaura@yahoo.com,Tablet,4,569.73,227.89
ORD1482,1,2023-04-23,87beb021-f636-44f5-90d0-f83dadb1be7a,Amanda Hardin,pbishop@yahoo.com,Keyboard,7,741.87,519.31
ORD1483,2,2023-05-02,cd649aff-445f-4de1-8534-17b555c06c8e,Matthew Myers,aprilbyrd@edwards.com,Keyboard,6,1622.11,973.27
ORD1484,1,2023-12-27,69479974-030f-473e-9165-4cb3d4e99a65,Brian Griffin,johnathan00@davis.com,Mouse,6,1897.74,1138.64
ORD1485,2,2023-09-10,1f2da344-a359-4667-9971-4b2bf3533e8a,Barbara Gates,pdouglas@pratt.com,Keyboard,5,392.34,196.17
ORD1486,5,2023-04-23,a9151364-778a-469f-8b68-d94d40da9c7d,Margaret Livingston,qschwartz@yahoo.com,Laptop,9,982.08,883.87
ORD1487,2,2023-06-24,12f178bd-c7de-41a9-a976-9b0f41e0cfaf,Antonio Price,stephanie42@jones-krause.com,Mouse,3,1841.62,552.49
ORD1488,1,2023-03-17,a53e62ba-2dae-42c0-a483-b0e79c3cbe9d,Charles Mack II,gbaldwin@jones.com,Keyboard,3,1560.01,468.0
ORD1489,1,2023-07-11,e581d601-04cd-44e8-b225-539dc6f903cf,Mr. Aaron Johnson MD,rebecca90@zimmerman.biz,Mouse,7,1192.73,834.91
ORD1490,2,2023-08-12,cff14c0e-c7eb-4d43-ba4e-f72fd8139af7,Kimberly Smith,bradleysavannah@yahoo.com,Mouse,8,1315.9,1052.72
ORD1491,5,2023-07-02,668eb10e-4d86-4412-ae8c-c97b555c4e18,Zachary Holland,christopher74@hotmail.com,Tablet,10,1638.19,1638.19
ORD1492,3,2023-03-07,0a119bac-8df2-4ad5-ad36-db7e33ffb402,Mary Evans,mccoymichael@gmail.com,Tablet,1,1900.14,190.01
ORD1493,5,2023-01-17,bc3e34af-701f-43ea-a1fe-9bc6e29d650a,Andrew Johnson,yprice@schneider.info,Tablet,10,670.52,670.52
ORD1494,5,2023-02-23,097ba119-0433-4d20-beee-f3e1f7716700,George Le,lewisdesiree@hotmail.com,Monitor,3,695.78,208.73
ORD1495,3,2023-03-27,dec56dc3-ad96-4213-b0a9-b97f7557c28c,Brittany Riley,mosstracy@ruiz.com,Mouse,2,1652.24,330.45
ORD1496,3,2023-08-17,216aebcf-a616-4de4-b388-300a3e20718a,Mark Conway,lcarr@meyers.com,Laptop,5,458.88,229.44
ORD1497,1,2023-01-01,9d99d4c5-cc96-4f43-9850-70727f44cbca,Robert Simmons,david98@gmail.com,Laptop,7,904.53,633.17
ORD1498,4,2023-09-10,cb08b605-f6f6-4488-9620-15f05253b6f7,Angel Thompson,hillkatherine@horton.com,Monitor,6,1114.75,668.85
ORD1499,5,2023-11-30,94fd0594-ecf9-4245-be5f-7e23704c19e2,Brett Boone,alexistucker@gmail.com,Mouse,4,367.18,146.87
ORD1500,3,2023-01-11,16d1f5ca-ed17-4fdd-adee-003e01d96e96,Linda Campbell,jamiebowman@hotmail.com,Smartphone,5,1905.74,952.87
ORD1501,4,2023-03-24,f026a418-3d3f-4bec-a97a-e294734eab10,Michael Carlson,burtonkimberly@yahoo.com,Mouse,2,1116.74,223.35
ORD1502,5,2023-11-11,3c52d68a-8ec6-4be5-812b-809e6b358d15,William Davila,stevensims@gmail.com,Monitor,1,891.08,89.11
ORD1503,4,2023-03-22,1cd889e2-3197-4167-8d95-ee7246c3e497,Melinda Schmitt,qthompson@gmail.com,Laptop,2,695.63,139.13
ORD1504,5,2023-10-04,48f9fd0d-5d3b-41d3-a515-99820dd4c0e6,David Jensen,garciabrian@hotmail.com,Smartphone,5,629.93,314.96
ORD1505,5,2023-09-09,0770d18f-c916-4147-a875-ad5d2d06f862,Mr. Steven Griffith,rgonzalez@yahoo.com,Tablet,1,753.62,75.36
ORD1506,5,2023-09-03,537d66c6-1c31-4af3-876a-ec883ae56c8d,David Gutierrez,evance@richards-brown.biz,Tablet,2,100.18,20.04
ORD1507,1,2023-08-31,9c03d65c-ed8a-428c-b756-999b251adf0e,James Taylor,theresa35@johnson.com,Laptop,5,1580.51,790.26
ORD1508,3,2023-02-16,da05d2fc-1c71-4821-a2f1-c32b47d5ac92,Jason Wolf,cassandra92@cordova.net,Mouse,9,805.68,725.11
ORD1509,2,2023-08-17,3768c85b-fee3-4baa-9cb9-13b47d3d16ca,Sara Ramirez,johnhamilton@gmail.com,Laptop,5,907.49,453.75
ORD1510,5,2023-02-01,f23d9820-977e-4877-ad6f-4ee3e44e7cd1,Kenneth Smith,esparzajessica@johnson.com,Tablet,2,217.13,43.43
ORD1511,5,2023-04-27,15457c64-3d92-4952-becb-002e73d3328c,Alexandria Dennis,michaelallen@smith.com,Keyboard,1,1689.55,168.96
ORD1512,5,2023-12-18,dba0c89e-7593-4f5a-b40b-c353296be903,Lauren Bray,morgansullivan@yahoo.com,Monitor,10,1769.23,1769.23
ORD1513,1,2023-09-15,a226a75b-b432-4ce9-b6dc-16b5a076aed6,Mark Cruz,phillipskaren@hotmail.com,Keyboard,9,1610.88,1449.79
ORD1514,1,2023-08-18,93423b4f-8add-46f9-9ccc-e19ff2335074,Rachel Miller,robertsonrenee@yahoo.com,Tablet,3,1945.72,583.72
ORD1515,4,2023-02-10,620956a8-1c68-4db0-8d33-3496e3528539,Manuel Diaz,castrokim@zavala.net,Mouse,7,443.74,310.62
ORD1516,5,2023-05-13,bcc4f087-7a7e-4c31-a627-61671d121daf,Lauren Haley,lukehurst@frazier.com,Smartphone,2,219.7,43.94
ORD1517,3,2023-09-24,86d4aba8-805f-4892-bc79-5dd973d12f3e,Julie Patel,zoliver@hotmail.com,Monitor,1,1583.77,158.38
ORD1518,4,2023-02-27,fa63bde0-cf0d-4f06-b177-116df2037633,Ana Mcclain,millerrachael@yahoo.com,Monitor,3,338.99,101.7
ORD1519,1,2023-02-24,1bff56f4-13b2-41ab-b4e5-80aaf5504c52,Brian Hernandez,abigailburton@butler-fleming.com,Keyboard,2,1582.2,316.44
ORD1520,4,2023-05-16,71a0cff8-6b8d-4340-98c1-58e27951d52b,Alison Lopez,marystone@jenkins-cooper.com,Monitor,8,1165.45,932.36
ORD1521,4,2023-03-15,b265a6c2-aa75-4eeb-97e6-42d67c743895,Kimberly Ellis,george43@watson-roberts.com,Keyboard,10,1377.59,1377.59
ORD1522,3,2023-12-20,74b799ec-48cd-42c0-9a66-219e25f98046,Lisa Martin,teresafranco@hotmail.com,Tablet,1,1504.21,150.42
ORD1523,1,2023-06-22,274ac7a7-cb61-4d75-aa96-4dfbe79b265a,Bruce Chaney,lgreen@hart.com,Smartphone,5,596.68,298.34
ORD1524,1,2023-04-27,5f775a7a-25df-4c07-9806-5baefa5fafdb,William Ferguson,sullivanvictor@gould.com,Tablet,5,1949.73,974.87
ORD1525,3,2023-08-02,8bd03267-bd0e-41ce-b85b-c2d301196e6d,Erin Thornton,tara92@hotmail.com,Keyboard,2,416.47,83.29
ORD1526,4,2023-09-22,712dd406-ec1b-45dd-a829-56cfba81d860,Brian Mendoza,ericawilson@morales.info,Smartphone,1,1054.78,105.48
ORD1527,5,2023-07-26,0e16af3f-538c-40ca-97ac-d7e95b7e24ca,Christie Fox,andrewryan@yahoo.com,Tablet,9,1764.7,1588.23
ORD1528,2,2023-01-30,165e55b5-f526-43b0-abeb-35d1ad5406bc,Jennifer Henry,raymond65@watson-mitchell.com,Tablet,1,940.07,94.01
ORD1529,3,2023-07-08,dfd23d15-7211-4575-ba3e-fd034edeae5f,Cindy Barron,zroberts@hotmail.com,Monitor,9,824.04,741.64
ORD1530,2,2023-07-10,ba85e403-6c80-444b-a5d1-36e2f8698e93,Brenda Matthews,jaredwells@hatfield.biz,Monitor,10,919.9,919.9
ORD1531,5,2023-06-29,a388ca32-68d2-4992-81b1-c62616a48bfa,Jennifer Peters,jacobjames@henry.org,Smartphone,3,1683.42,505.03
ORD1532,1,2023-05-26,bd673458-8f2d-4b17-be7d-5e884dcd5534,Alexander Smith,stephanie71@hotmail.com,Laptop,7,146.82,102.77
ORD1533,2,2023-04-24,6acac954-49a5-4d0d-a487-1ab3aa794de7,Terry Newman,hubbardtrevor@george.org,Mouse,4,1371.51,548.6
ORD1534,1,2023-12-16,de4beb12-6fa2-4f92-90c9-7f007b011fdd,Michael Mccann,william90@martin-brown.com,Laptop,8,1827.46,1461.97
ORD1535,1,2023-04-25,22aff503-b17a-4f6d-a0d9-66707606fa34,Anthony Ward,robertsalyssa@gmail.com,Smartphone,10,1619.92,1619.92
ORD1536,3,2023-08-05,a0c69223-c435-4252-b19d-d940838cc137,Brandon Goodwin,margaret44@hotmail.com,Monitor,6,945.05,567.03
ORD1537,5,2023-11-16,188889ce-5cce-495d-b037-7c52b2adffa6,Heather Thomas,nathan76@mccall-martin.com,Monitor,10,249.51,249.51
ORD1538,3,2023-10-15,d4e20134-389a-44fd-80dd-b3862790e92f,Steven Austin,estevens@fuentes.info,Mouse,10,1237.65,1237.65
ORD1539,1,2023-06-22,5cd14b22-b0e8-42fa-8fc3-4759592448ee,Jeremy Huerta,jenniferjohnson@gmail.com,Smartphone,6,1729.91,1037.95
ORD1540,3,2023-04-07,b1b9fd9d-db58-4dd9-a0f3-6e9238ec71aa,Darrell Martinez,colemankathryn@jones.biz,Tablet,9,1542.68,1388.41
ORD1541,5,2023-07-26,08651a6e-1b99-4b83-b244-0f070ae263e0,Kayla Brown,bradley40@patton.com,Mouse,6,1377.47,826.48
ORD1542,3,2023-05-13,2f4ddc9b-3334-4d07-a6b3-6561966d2735,Alyssa Thomas,michael89@gmail.com,Monitor,7,807.14,565.0
ORD1543,5,2023-04-08,195efd72-117e-494e-91fa-f1c78141bb37,Pamela Rice,george80@garcia.info,Smartphone,4,1388.32,555.33
ORD1544,3,2023-09-17,2f64672f-96e1-4522-b2b8-d6985dd0855c,Tyler White,gcoleman@gmail.com,Smartphone,3,1689.25,506.78
ORD1545,1,2023-08-30,fc0f94cd-c2eb-4aa2-9ce3-70ed685707ac,John Stone,janet80@gmail.com,Tablet,5,1464.11,732.05
ORD1546,3,2023-12-02,628103f0-1d9f-4f25-be63-f65453ff5f1f,Kyle Collins,angelaroberts@yahoo.com,Laptop,4,742.8,297.12
ORD1547,3,2023-07-10,e50ea3ec-11d1-47d5-9b55-86423054366b,Karen Shelton,lutztravis@sanders.com,Smartphone,10,623.4,623.4
ORD1548,5,2023-10-25,668f5032-6512-4d2e-a4b3-bc8e1e850f80,Vanessa Figueroa,coxjames@larson.com,Keyboard,2,970.83,194.17
ORD1549,4,2023-09-29,b9a6bd75-6cb9-4a2c-968e-51f03b9d5832,Dr. Ralph Wheeler DDS,thomas96@yahoo.com,Smartphone,7,155.42,108.79
ORD1550,2,2023-06-25,c49b9e62-25ba-4f03-8765-606982ec0fc3,Bryan Burns,anthonyrojas@jimenez.com,Monitor,10,1791.05,1791.05
ORD1551,2,2023-02-11,53b3618b-ade0-4648-9ac6-030661f43c2b,Marco Davis,msparks@bates-henry.com,Monitor,6,1280.51,768.31
ORD1552,1,2023-08-20,dc137c04-cf3a-4f8d-97f7-31e38add3976,Alicia Gallagher,reyesleonard@yahoo.com,Smartphone,4,1534.33,613.73
ORD1553,4,2023-02-15,08697ffa-0936-4f02-b5ac-0819714b5c03,Matthew Chan,tjordan@price.info,Tablet,10,895.74,895.74
ORD1554,4,2023-07-16,8a159e92-af74-4e63-8dc4-c81fa8fae904,Karen Dickerson,lbaker@jensen-gomez.com,Laptop,1,1090.88,109.09
ORD1555,3,2023-09-29,97289c5e-0734-4403-8fb9-7b5d520b28f6,Russell Bailey,oscar65@jenkins-brown.com,Tablet,1,1369.66,136.97
ORD1556,3,2023-06-09,4fe5c13b-a5e8-4198-bc10-316d3f63a065,Susan Jones,morganandrew@yahoo.com,Tablet,2,797.92,159.58
ORD1557,1,2023-06-02,dd05b827-a863-482e-b5fe-28570991946d,Jose Fisher,uchapman@hudson-morris.com,Smartphone,8,1469.27,1175.42
ORD1558,2,2023-06-25,b0dc75fb-199d-4089-bd05-121cceee7d65,Gabriella Shaw,christinacox@yahoo.com,Monitor,6,1512.73,907.64
ORD1559,4,2023-01-10,d8eae31b-a2ac-4896-bf38-3a3e33a67403,Angela Jefferson,joseph49@ballard-weber.com,Tablet,4,1467.98,587.19
ORD1560,5,2023-09-16,18407642-9404-4909-981c-a1a0b7bba2aa,Denise Knight,yclark@gmail.com,Tablet,2,764.85,152.97
ORD1561,3,2023-10-01,81300e68-4d45-4885-92e0-8e57a6cb1dda,Jessica Fernandez,nmorales@chavez.com,Keyboard,1,1208.15,120.82
ORD1562,1,2023-01-25,dcda8cc1-8427-4378-b40d-8aefa0ba6142,Jonathan Guerrero,sharon89@yahoo.com,Mouse,2,862.71,172.54
ORD1563,4,2023-12-26,a0733e57-ba03-41f9-90ed-01d3ef444cf5,Curtis Ford,juliecannon@jenkins-dalton.com,Tablet,4,1405.62,562.25
ORD1564,1,2023-12-06,69958fd1-d891-4adf-b41c-612aa2491260,Dustin Martin,jallen@johnson.info,Keyboard,5,1264.46,632.23
ORD1565,1,2023-09-19,6fa6681c-fdc5-4285-8f50-b11f7c420494,Taylor Harris,anthonyclarke@yahoo.com,Mouse,10,279.58,279.58
ORD1566,2,2023-11-08,a4f0708a-2d0d-4e1d-8cfb-137ca89ea4df,Tracey Tucker,heathchristopher@evans.com,Tablet,5,1671.42,835.71
ORD1567,4,2023-06-01,171e5028-e2be-40e1-a84d-5f25abf2b369,Ryan Cameron,duncanvincent@boyd.net,Tablet,1,1118.87,111.89
ORD1568,4,2023-06-19,171a8b65-e272-47ca-bf17-6b5540767e21,Bryan Roman,vshaffer@gmail.com,Tablet,1,74.86,7.49
ORD1569,5,2023-12-09,24ef65a7-37cf-45ca-ac41-2493ef7cef26,Daniel Hill,michelle07@hotmail.com,Monitor,3,1901.42,570.43
ORD1570,1,2023-05-12,1ceb08fe-f2de-4798-b31a-25b55fecaa6e,Jeff Vega,michaelbaldwin@yahoo.com,Mouse,4,940.66,376.26
ORD1571,1,2023-02-21,e7bd1db7-f780-4afc-a538-c6a705651e80,Sarah Bates,johnnycruz@mullen.com,Tablet,1,1711.88,171.19
ORD1572,4,2023-03-01,db8ec35b-3c83-461e-9df0-a0a288efe82b,Adam Yu,christopher34@gmail.com,Laptop,1,68.86,6.89
ORD1573,3,2023-07-03,ea77d1d6-2904-46d6-a3e7-35abdc02bc29,Evan Burnett,hillchristopher@yahoo.com,Monitor,10,573.2,573.2
ORD1574,3,2023-04-04,ed2eebea-69b7-4533-bca8-3a8278997035,Michelle Mcdowell,hollyhunter@fisher-daniel.net,Laptop,7,830.49,581.34
ORD1575,4,2023-08-04,b1f94a09-7408-4646-93a7-1719bcdf8302,Anthony May,aarongonzalez@yahoo.com,Mouse,3,270.46,81.14
ORD1576,2,2023-02-23,1c5f3cba-150d-48eb-9368-3dd65050127e,Jose Booker,usparks@mendoza-moss.com,Monitor,10,991.22,991.22
ORD1577,5,2023-07-14,d3a71b83-97d0-4f8f-affd-d43b2c691f04,Douglas Miller,phillipbennett@hotmail.com,Smartphone,10,106.19,106.19
ORD1578,2,2023-09-05,05e15e2f-f2b7-4922-854e-dd713977fd2f,Maria Sims,sgonzalez@williams.biz,Monitor,2,1780.81,356.16
ORD1579,3,2023-01-07,16ccb813-2635-43ba-8299-b35199b3568d,Carolyn Bradley,dayala@snyder.com,Mouse,9,1546.68,1392.01
ORD1580,3,2023-09-23,61cf91fb-7e81-4dfa-bf16-e3e949b7e037,Scott Greene,robertortiz@gmail.com,Keyboard,10,235.72,235.72
ORD1581,3,2023-12-06,43054a31-f9e3-4905-8a4a-15ea075dacd4,Jerry Wright,smithdean@yahoo.com,Mouse,7,339.88,237.92
ORD1582,5,2023-01-28,afd58fe7-65c6-4548-b169-fdedf9723977,James Henderson,davisbrian@yahoo.com,Laptop,3,1035.86,310.76
ORD1583,2,2023-02-08,e88188c3-788f-46ed-bc1e-919bee5a4007,Larry Lambert,kingchristine@madden-lambert.com,Monitor,6,519.74,311.84
ORD1584,2,2023-10-09,0a872ac2-8f3f-4995-a468-eb64f7d2a2ee,Debbie Gordon,uanderson@hotmail.com,Mouse,7,836.39,585.47
ORD1585,5,2023-08-18,42a9f7e5-244c-49a8-aed4-7a6d87c9daac,Andrew Anderson,sara44@hotmail.com,Laptop,8,921.78,737.42
ORD1586,1,2023-02-22,4385a3e3-ed3d-4159-82f5-da5fd45ff4db,Jessica Martin,angelalivingston@hotmail.com,Monitor,7,119.87,83.91
ORD1587,5,2023-11-13,305d0ef7-0d9f-483d-b0a3-2883cc582872,David Johnson,janicegraham@yahoo.com,Mouse,5,1785.72,892.86
ORD1588,4,2023-06-24,fd2336f4-5b44-46ed-b107-6f2e0a715350,Karina Vasquez,baileyjames@white-jackson.net,Smartphone,1,1642.35,164.24
ORD1589,5,2023-11-04,e411a9d7-9030-4b0c-85d5-aacbd294100f,Christy Bolton,robertjones@rhodes-clay.com,Monitor,6,1446.03,867.62
ORD1590,2,2023-01-02,ae3e6268-fb38-4c6c-ae6a-7c4848c6a7ed,James Hickman,eric17@keller.org,Smartphone,6,1668.27,1000.96
ORD1591,5,2023-07-11,f842e163-5455-4290-817c-75c5a87319fe,Marcus Chavez,michellesolis@morris-brown.com,Mouse,2,139.27,27.85
ORD1592,4,2023-02-24,61a2d612-9a2f-4701-b3af-bb098c126e0e,David Allen,smithjared@yahoo.com,Smartphone,10,432.05,432.05
ORD1593,2,2023-08-23,a5accd5a-48f1-4eed-a703-7089c78cd2c3,Martha Martinez,tfitzgerald@hotmail.com,Tablet,6,260.14,156.08
ORD1594,5,2023-03-05,aa5f89ca-5bea-430d-a19c-00cb9a7fde23,Jacob Gonzalez,kalvarez@hotmail.com,Monitor,8,1333.99,1067.19
ORD1595,4,2023-01-03,6c2b5781-c1a9-4ee2-9718-cfde6c4e5a8c,Lisa Hamilton,williamsmatthew@yahoo.com,Keyboard,1,1128.79,112.88
ORD1596,5,2023-04-01,afad328e-a5c9-4f20-b967-26aaad2b2c82,Tara Rose,taylor17@hernandez-anderson.com,Mouse,10,388.62,388.62
ORD1597,5,2023-11-07,6d7fd4e2-85e9-4c6c-bfa7-c199d76f0813,Anthony Jones,dixonrobert@guerrero-carroll.com,Smartphone,9,1768.71,1591.84
ORD1598,2,2023-05-21,14eed987-95e7-46e4-813e-84bd5aff4594,Alexis Yang,kristicameron@gmail.com,Monitor,6,1942.46,1165.48
ORD1599,4,2023-11-05,b4522738-e073-49de-aa8f-7654155287c7,Kevin Gibson,matthew23@gmail.com,Mouse,9,632.88,569.59
ORD1600,5,2023-11-20,9aa33580-fb70-4dd7-bf3d-5023140642a8,Michael Hamilton,fosteralexander@woods.org,Tablet,4,458.94,183.58
ORD1601,2,2023-12-30,9e55f98d-4d84-4cb6-bc99-d86eb9d5546c,Lisa Vazquez,christopher20@gmail.com,Mouse,3,1032.59,309.78
ORD1602,1,2023-06-30,b22f2e91-0411-4e35-90e3-4b2b1ca64c33,Shannon Clark,ryangarrett@lee.info,Keyboard,8,1186.47,949.18
ORD1603,5,2023-05-27,2a85e3b1-1dd0-4ecd-8595-c9a36c0046f0,Nancy Wallace,csmith@hotmail.com,Monitor,1,1069.32,106.93
ORD1604,1,2023-04-13,91c631cf-4b7a-423e-b38a-ea2d3e1cfa14,Jenna Cook,fpetty@lane.com,Smartphone,3,1967.89,590.37
ORD1605,1,2023-12-20,836b47c3-7c71-4cc8-a651-73fa7ccc9258,Lisa Gregory,jenniferrice@yahoo.com,Smartphone,4,1519.51,607.8
ORD1606,1,2023-11-12,10423a8e-8da2-4a39-90db-8e34938f2b90,Matthew Small,pdean@west-graham.com,Mouse,9,1736.44,1562.8
ORD1607,2,2023-09-19,78202426-3134-4ab8-b9e8-d78149bb1313,David Robinson,sanderson@hotmail.com,Mouse,5,1401.23,700.62
ORD1608,4,2023-12-17,6ab76840-f5b5-4c71-a3ef-5e69b61d56f5,Megan Navarro,christycampbell@hotmail.com,Smartphone,9,154.91,139.42
ORD1609,4,2023-04-26,210c78d9-7b9e-49eb-aac4-363f1610ac0a,Christopher Vasquez,ntorres@hotmail.com,Mouse,6,1522.46,913.48
ORD1610,2,2023-05-31,5bd972c7-04a4-44e7-bfcf-956e0c0b6cd1,Heather Moore,morgandaniel@martinez.info,Monitor,3,1967.73,590.32
ORD1611,5,2023-03-03,c8ee46bf-571f-4cdb-be60-afde4200a1aa,Anthony Rich,melissarusso@hotmail.com,Monitor,1,885.59,88.56
ORD1612,5,2023-05-11,0ce87570-b4d6-43e6-9aa9-0d26ab636d66,Jessica Bryant,harringtonchelsea@colon.net,Laptop,6,959.35,575.61
ORD1613,3,2023-11-02,1e392331-a142-468f-aac3-8bd31afc388c,Susan Moore,fgill@hotmail.com,Laptop,10,1694.12,1694.12
ORD1614,5,2023-07-03,a5a7e280-277f-4cc6-996b-58f1ded89c47,Robert Martinez,xmontes@sanchez.com,Laptop,6,1074.52,644.71
ORD1615,5,2023-03-23,15d1e2f8-2bd7-4038-8149-2b7a4968fdf2,Mike Perry,karenmoreno@taylor.biz,Monitor,9,1097.22,987.5
ORD1616,2,2023-12-06,7570d730-e5e7-4add-a8c8-7ed8eb035cda,Kelli Fleming,athomas@drake.com,Smartphone,6,753.56,452.14
ORD1617,5,2023-09-01,2a112eab-c5ba-46af-bb60-be1c66d29752,James Johnson,levinetina@liu.net,Keyboard,1,273.71,27.37
ORD1618,5,2023-11-15,be216c79-b8b7-41b0-8de8-1d1edfa0bc17,Gregory Wilcox,ngriffin@weber.com,Tablet,1,1380.98,138.1
ORD1619,1,2023-07-17,a614f06a-c814-44cd-8fd4-2949e33ea976,Craig Turner,peter28@campbell.net,Smartphone,9,1461.75,1315.58
ORD1620,3,2023-09-21,28f78d49-a2bc-491e-81cd-c9a45738b277,Steve Fernandez,marilyntorres@yahoo.com,Keyboard,8,999.27,799.42
ORD1621,3,2023-09-21,bb63721d-1c45-4ba3-8159-ace5fca91028,Jake Sims,williamsdebra@gmail.com,Laptop,2,376.42,75.28
ORD1622,1,2023-11-17,bca2c581-928b-4e4b-8c47-2ded72e06bb4,Gerald Young,kevin92@gray.net,Laptop,4,1357.15,542.86
ORD1623,4,2023-02-23,c74f054f-d2a5-4216-b14b-4d3695162359,Brent Dawson,davisroger@gmail.com,Tablet,9,1666.06,1499.45
ORD1624,4,2023-11-28,13fc927f-7237-4f5b-b6fc-1c4679ebb8bb,Joseph Chapman,breanna67@hotmail.com,Laptop,3,96.32,28.9
ORD1625,1,2023-01-28,bb51cd74-7d52-403f-b2a4-5575ee585967,Samantha Thomas,idawson@palmer.info,Tablet,5,1138.26,569.13
ORD1626,3,2023-07-28,2826a561-bf1a-41d7-8858-f527792dd499,Jaclyn Crane,martinezashley@gmail.com,Monitor,8,1278.92,1023.14
ORD1627,1,2023-10-01,5f187c02-1e24-4a97-a73e-f6f485d4bf0f,James Carter,douglaslawrence@zuniga.com,Laptop,10,173.31,173.31
ORD1628,1,2023-07-03,bd5a6112-d1b2-4e3c-aede-2487373058be,Bryan Bailey PhD,kberry@yahoo.com,Keyboard,2,615.18,123.04
ORD1629,3,2023-08-13,60971a15-c806-42d3-967b-9583e6793a4b,Nathan Obrien,qgill@hernandez-luna.com,Monitor,7,1653.14,1157.2
ORD1630,2,2023-03-11,9fa38f4b-aa1c-42d8-9ff0-f466ccc07446,David Foster,pfitzgerald@cline.com,Mouse,7,1603.7,1122.59
ORD1631,2,2023-06-02,c5874243-cbd1-4fdc-a14e-d649926e402e,Kristina Martinez,stephanieweaver@bernard.com,Mouse,0,1916.91,1150.15
ORD1632,2,2023-03-05,e598e5c2-80ac-4fb5-b9d0-5e2bc0249b51,Matthew Schmidt,kristin39@miller-ferguson.com,Laptop,1,1166.8,116.68
ORD1633,1,2023-06-06,7dd12d57-0b84-4c50-96c1-b18366dc3989,Allison Kim,heathlogan@yahoo.com,Tablet,6,462.89,277.73
ORD1634,2,2023-03-24,196dedc0-fad3-4352-9d59-598c174d6b87,Dominique White,kristopherrussell@brown.com,Tablet,4,1252.93,501.17
ORD1635,5,2023-01-28,4c4b52aa-0ef9-4903-b69a-deac06f4b0ee,Francisco Gutierrez,nicholas10@gmail.com,Keyboard,8,1307.12,1045.7
ORD1636,3,2023-02-20,9606006a-98d5-4b7e-808b-d6313d57ee27,Jordan Gordon,bruce78@jones-johnson.com,Tablet,10,1000.02,1000.02
ORD1637,2,2023-02-21,44e7a702-04c4-4757-a2db-1ce3e9ea8b10,Laurie Garcia,ashley71@mason.net,Smartphone,10,186.13,186.13
ORD1638,3,2023-11-12,3ec2e72a-c832-43f0-ab0e-63fdfc3d3138,Jessica Buck,smithsteven@hotmail.com,Mouse,5,1402.24,701.12
ORD1639,3,2023-08-08,2ad98682-f8da-4a79-a72e-dd5f4a0c408d,Timothy Olson,okidd@gmail.com,Tablet,1,660.77,66.08
ORD1640,4,2023-05-22,4804044c-82a4-422e-9737-145095ccfda2,Patrick Hart,fosterdavid@gmail.com,Smartphone,3,1375.18,412.55
ORD1641,4,2023-07-03,478a943a-ffb2-4fe1-8e75-69bcb99e6f7b,Christine Wagner,cynthia74@gmail.com,Smartphone,8,1125.76,900.61
ORD1642,3,2023-03-13,57750d0f-5256-4276-bba7-5385a98afcb0,Tyler Murphy,lynchadam@chambers.net,Keyboard,4,563.31,225.32
ORD1643,1,2023-01-10,7d2d93e8-b40b-4288-b24d-2a35e5304b87,Kimberly Cobb,staffordlisa@chambers-gomez.biz,Keyboard,1,1634.65,163.47
ORD1644,2,2023-01-19,63021daa-5ba3-449c-99ef-827fd3d4ddd3,Randy Terry,fordsharon@smith-paul.com,Keyboard,5,1109.77,554.89
ORD1645,2,2023-07-07,5b9a289a-b58d-4c59-abe0-c8c1ae38cf46,Robert Garrett,tinacoffey@campbell.org,Monitor,4,1788.3,715.32
ORD1646,2,2023-08-26,fbf8b1fe-3232-4e72-81d3-a0333586ae6f,Jennifer Kane,andreakeller@hotmail.com,Keyboard,9,226.58,203.92
ORD1647,2,2023-11-11,90ad07c6-9a5c-48ad-aeb0-b110ac13b249,Kevin Reese,sarah38@casey.net,Mouse,3,1526.55,457.96
ORD1648,5,2023-10-17,8f63c2bb-ae41-4155-80bf-6f6b9d4d0658,April Simmons,ryan64@frazier.info,Mouse,3,1485.04,445.51
ORD1649,2,2023-09-07,0b20802f-c24f-4f4c-846a-f2e65c896b2a,Courtney Ramirez,zstewart@gmail.com,Tablet,2,565.5,113.1
ORD1650,5,2023-07-04,9262c536-e14e-41f7-94f1-6d9255af47da,Wanda Perez,starkjames@yahoo.com,Monitor,8,1839.91,1471.93
ORD1651,3,2023-02-22,a0135044-a041-401d-9016-8d654f90f91a,John Morton,john73@yahoo.com,Mouse,9,1285.46,1156.91
ORD1652,5,2023-10-06,55660d8e-d256-47ad-8def-4fd0d51fde3f,Cynthia Jones,garrettbeth@gmail.com,Keyboard,3,784.49,235.35
ORD1653,1,2023-09-22,0889360f-eaad-4b2f-8f89-2df6f97a822c,Steve Steele,ellisonscott@bishop-reynolds.com,Smartphone,7,1946.71,1362.7
ORD1654,3,2023-09-07,0d5d2f64-8f2b-492b-8e48-4034ad74dd43,James Davis,michellecobb@hotmail.com,Monitor,10,62.87,62.87
ORD1655,2,2023-02-09,76d6682f-6248-453e-b412-c27202b71c51,Sheryl Harvey,gibsonmark@gmail.com,Keyboard,5,462.46,231.23
