CustomerId,CustomerName,EmailAddress,CustomerSegment,Country
f026a418-3d3f-4bec-a97a-e294734eab10_501,Michael Carlson 501,burtonkimberlyyahoo.com501@example.com,Wholesale,Canada
3c52d68a-8ec6-4be5-812b-809e6b358d15_502,William Davila 502,stevensimsgmail.com502@example.com,Online,UK
1cd889e2-3197-4167-8d95-ee7246c3e497_503,Melinda Schmitt 503,qthompsongmail.com503@example.com,Wholesale,Canada
48f9fd0d-5d3b-41d3-a515-99820dd4c0e6_504,David Jensen 504,garciabrianhotmail.com504@example.com,Retail,France
0770d18f-c916-4147-a875-ad5d2d06f862_505,Mr. Steven Griffith 505,rgonzalezyahoo.com505@example.com,Retail,USA
537d66c6-1c31-4af3-876a-ec883ae56c8d_506,David Gutierrez 506,evancerichards-brown.biz506@example.com,Retail,UK
9c03d65c-ed8a-428c-b756-999b251adf0e_507,James Taylor 507,theresa35johnson.com507@example.com,Online,USA
da05d2fc-1c71-4821-a2f1-c32b47d5ac92_508,Jason Wolf 508,cassandra92cordova.net508@example.com,Wholesale,UK
3768c85b-fee3-4baa-9cb9-13b47d3d16ca_509,Sara Ramirez 509,johnhamiltongmail.com509@example.com,Retail,France
f23d9820-977e-4877-ad6f-4ee3e44e7cd1_510,Kenneth Smith 510,esparzajessicajohnson.com510@example.com,Online,USA
15457c64-3d92-4952-becb-002e73d3328c_511,Alexandria Dennis 511,michaelallensmith.com511@example.com,Wholesale,Germany
dba0c89e-7593-4f5a-b40b-c353296be903_512,Lauren Bray 512,morgansullivanyahoo.com512@example.com,Online,UK
a226a75b-b432-4ce9-b6dc-16b5a076aed6_513,Mark Cruz 513,phillipskarenhotmail.com513@example.com,Retail,Germany
93423b4f-8add-46f9-9ccc-e19ff2335074_514,Rachel Miller 514,robertsonreneeyahoo.com514@example.com,Retail,USA
620956a8-1c68-4db0-8d33-3496e3528539_515,Manuel Diaz 515,castrokimzavala.net515@example.com,Retail,Germany
bcc4f087-7a7e-4c31-a627-61671d121daf_516,Lauren Haley 516,lukehurstfrazier.com516@example.com,Online,Germany
86d4aba8-805f-4892-bc79-5dd973d12f3e_517,Julie Patel 517,zoliverhotmail.com517@example.com,Online,USA
fa63bde0-cf0d-4f06-b177-116df2037633_518,Ana Mcclain 518,millerrachaelyahoo.com518@example.com,Retail,France
1bff56f4-13b2-41ab-b4e5-80aaf5504c52_519,Brian Hernandez 519,abigailburtonbutler-fleming.com519@example.com,Online,Germany
71a0cff8-6b8d-4340-98c1-58e27951d52b_520,Alison Lopez 520,marystonejenkins-cooper.com520@example.com,Retail,Germany
b265a6c2-aa75-4eeb-97e6-42d67c743895_521,Kimberly Ellis 521,george43watson-roberts.com521@example.com,Retail,France
74b799ec-48cd-42c0-9a66-219e25f98046_522,Lisa Martin 522,teresafrancohotmail.com522@example.com,Wholesale,Germany
274ac7a7-cb61-4d75-aa96-4dfbe79b265a_523,Bruce Chaney 523,lgreenhart.com523@example.com,Online,Germany
5f775a7a-25df-4c07-9806-5baefa5fafdb_524,William Ferguson 524,sullivanvictorgould.com524@example.com,Retail,Germany
8bd03267-bd0e-41ce-b85b-c2d301196e6d_525,Erin Thornton 525,tara92hotmail.com525@example.com,Retail,Canada
712dd406-ec1b-45dd-a829-56cfba81d860_526,Brian Mendoza 526,ericawilsonmorales.info526@example.com,Online,France
0e16af3f-538c-40ca-97ac-d7e95b7e24ca_527,Christie Fox 527,andrewryanyahoo.com527@example.com,Wholesale,Germany
165e55b5-f526-43b0-abeb-35d1ad5406bc_528,Jennifer Henry 528,raymond65watson-mitchell.com528@example.com,Wholesale,France
dfd23d15-7211-4575-ba3e-fd034edeae5f_529,Cindy Barron 529,zrobertshotmail.com529@example.com,Retail,UK
ba85e403-6c80-444b-a5d1-36e2f8698e93_530,Brenda Matthews 530,jaredwellshatfield.biz530@example.com,Online,UK
a388ca32-68d2-4992-81b1-c62616a48bfa_531,Jennifer Peters 531,jacobjameshenry.org531@example.com,Wholesale,Germany
bd673458-8f2d-4b17-be7d-5e884dcd5534_532,Alexander Smith 532,stephanie71hotmail.com532@example.com,Online,France
6acac954-49a5-4d0d-a487-1ab3aa794de7_533,Terry Newman 533,hubbardtrevorgeorge.org533@example.com,Online,France
de4beb12-6fa2-4f92-90c9-7f007b011fdd_534,Michael Mccann 534,william90martin-brown.com534@example.com,Retail,France
22aff503-b17a-4f6d-a0d9-66707606fa34_535,Anthony Ward 535,robertsalyssagmail.com535@example.com,Wholesale,Canada
a0c69223-c435-4252-b19d-d940838cc137_536,Brandon Goodwin 536,margaret44hotmail.com536@example.com,Retail,UK
188889ce-5cce-495d-b037-7c52b2adffa6_537,Heather Thomas 537,nathan76mccall-martin.com537@example.com,Wholesale,France
d4e20134-389a-44fd-80dd-b3862790e92f_538,Steven Austin 538,estevensfuentes.info538@example.com,Wholesale,France
5cd14b22-b0e8-42fa-8fc3-4759592448ee_539,Jeremy Huerta 539,jenniferjohnsongmail.com539@example.com,Wholesale,Canada
b1b9fd9d-db58-4dd9-a0f3-6e9238ec71aa_540,Darrell Martinez 540,colemankathrynjones.biz540@example.com,Wholesale,Canada
08651a6e-1b99-4b83-b244-0f070ae263e0_541,Kayla Brown 541,bradley40patton.com541@example.com,Wholesale,France
2f4ddc9b-3334-4d07-a6b3-6561966d2735_542,Alyssa Thomas 542,michael89gmail.com542@example.com,Online,USA
195efd72-117e-494e-91fa-f1c78141bb37_543,Pamela Rice 543,george80garcia.info543@example.com,Retail,France
2f64672f-96e1-4522-b2b8-d6985dd0855c_544,Tyler White 544,gcolemangmail.com544@example.com,Online,France
fc0f94cd-c2eb-4aa2-9ce3-70ed685707ac_545,John Stone 545,janet80gmail.com545@example.com,Wholesale,Canada
628103f0-1d9f-4f25-be63-f65453ff5f1f_546,Kyle Collins 546,angelarobertsyahoo.com546@example.com,Retail,Canada
e50ea3ec-11d1-47d5-9b55-86423054366b_547,Karen Shelton 547,lutztravissanders.com547@example.com,Wholesale,France
668f5032-6512-4d2e-a4b3-bc8e1e850f80_548,Vanessa Figueroa 548,coxjameslarson.com548@example.com,Retail,France
b9a6bd75-6cb9-4a2c-968e-51f03b9d5832_549,Dr. Ralph Wheeler DDS 549,thomas96yahoo.com549@example.com,Online,France
c49b9e62-25ba-4f03-8765-606982ec0fc3_550,Bryan Burns 550,anthonyrojasjimenez.com550@example.com,Retail,Canada
53b3618b-ade0-4648-9ac6-030661f43c2b_551,Marco Davis 551,msparksbates-henry.com551@example.com,Retail,France
dc137c04-cf3a-4f8d-97f7-31e38add3976_552,Alicia Gallagher 552,reyesleonardyahoo.com552@example.com,Retail,France
08697ffa-0936-4f02-b5ac-0819714b5c03_553,Matthew Chan 553,tjordanprice.info553@example.com,Retail,Germany
8a159e92-af74-4e63-8dc4-c81fa8fae904_554,Karen Dickerson 554,lbakerjensen-gomez.com554@example.com,Retail,USA
97289c5e-0734-4403-8fb9-7b5d520b28f6_555,Russell Bailey 555,oscar65jenkins-brown.com555@example.com,Wholesale,UK
4fe5c13b-a5e8-4198-bc10-316d3f63a065_556,Susan Jones 556,morganandrewyahoo.com556@example.com,Retail,USA
dd05b827-a863-482e-b5fe-28570991946d_557,Jose Fisher 557,uchapmanhudson-morris.com557@example.com,Retail,Germany
b0dc75fb-199d-4089-bd05-121cceee7d65_558,Gabriella Shaw 558,christinacoxyahoo.com558@example.com,Online,UK
d8eae31b-a2ac-4896-bf38-3a3e33a67403_559,Angela Jefferson 559,joseph49ballard-weber.com559@example.com,Retail,France
18407642-9404-4909-981c-a1a0b7bba2aa_560,Denise Knight 560,yclarkgmail.com560@example.com,Online,Germany
81300e68-4d45-4885-92e0-8e57a6cb1dda_561,Jessica Fernandez 561,nmoraleschavez.com561@example.com,Wholesale,France
dcda8cc1-8427-4378-b40d-8aefa0ba6142_562,Jonathan Guerrero 562,sharon89yahoo.com562@example.com,Retail,Canada
a0733e57-ba03-41f9-90ed-01d3ef444cf5_563,Curtis Ford 563,juliecannonjenkins-dalton.com563@example.com,Online,Germany
69958fd1-d891-4adf-b41c-612aa2491260_564,Dustin Martin 564,jallenjohnson.info564@example.com,Online,Canada
6fa6681c-fdc5-4285-8f50-b11f7c420494_565,Taylor Harris 565,anthonyclarkeyahoo.com565@example.com,Wholesale,Germany
a4f0708a-2d0d-4e1d-8cfb-137ca89ea4df_566,Tracey Tucker 566,heathchristopherevans.com566@example.com,Retail,Germany
171e5028-e2be-40e1-a84d-5f25abf2b369_567,Ryan Cameron 567,duncanvincentboyd.net567@example.com,Retail,Canada
171a8b65-e272-47ca-bf17-6b5540767e21_568,Bryan Roman 568,vshaffergmail.com568@example.com,Online,UK
24ef65a7-37cf-45ca-ac41-2493ef7cef26_569,Daniel Hill 569,michelle07hotmail.com569@example.com,Retail,USA
1ceb08fe-f2de-4798-b31a-25b55fecaa6e_570,Jeff Vega 570,michaelbaldwinyahoo.com570@example.com,Online,France
e7bd1db7-f780-4afc-a538-c6a705651e80_571,Sarah Bates 571,johnnycruzmullen.com571@example.com,Retail,Germany
db8ec35b-3c83-461e-9df0-a0a288efe82b_572,Adam Yu 572,christopher34gmail.com572@example.com,Online,France
ea77d1d6-2904-46d6-a3e7-35abdc02bc29_573,Evan Burnett 573,hillchristopheryahoo.com573@example.com,Retail,Canada
ed2eebea-69b7-4533-bca8-3a8278997035_574,Michelle Mcdowell 574,hollyhunterfisher-daniel.net574@example.com,Wholesale,France
b1f94a09-7408-4646-93a7-1719bcdf8302_575,Anthony May 575,aarongonzalezyahoo.com575@example.com,Retail,Canada
1c5f3cba-150d-48eb-9368-3dd65050127e_576,Jose Booker 576,usparksmendoza-moss.com576@example.com,Retail,France
d3a71b83-97d0-4f8f-affd-d43b2c691f04_577,Douglas Miller 577,phillipbennetthotmail.com577@example.com,Wholesale,USA
05e15e2f-f2b7-4922-854e-dd713977fd2f_578,Maria Sims 578,sgonzalezwilliams.biz578@example.com,Retail,USA
16ccb813-2635-43ba-8299-b35199b3568d_579,Carolyn Bradley 579,dayalasnyder.com579@example.com,Wholesale,USA
61cf91fb-7e81-4dfa-bf16-e3e949b7e037_580,Scott Greene 580,robertortizgmail.com580@example.com,Retail,USA
43054a31-f9e3-4905-8a4a-15ea075dacd4_581,Jerry Wright 581,smithdeanyahoo.com581@example.com,Online,USA
afd58fe7-65c6-4548-b169-fdedf9723977_582,James Henderson 582,davisbrianyahoo.com582@example.com,Online,USA
e88188c3-788f-46ed-bc1e-919bee5a4007_583,Larry Lambert 583,kingchristinemadden-lambert.com583@example.com,Retail,Canada
0a872ac2-8f3f-4995-a468-eb64f7d2a2ee_584,Debbie Gordon 584,uandersonhotmail.com584@example.com,Retail,Germany
42a9f7e5-244c-49a8-aed4-7a6d87c9daac_585,Andrew Anderson 585,sara44hotmail.com585@example.com,Retail,France
4385a3e3-ed3d-4159-82f5-da5fd45ff4db_586,Jessica Martin 586,angelalivingstonhotmail.com586@example.com,Online,USA
305d0ef7-0d9f-483d-b0a3-2883cc582872_587,David Johnson 587,janicegrahamyahoo.com587@example.com,Retail,Canada
fd2336f4-5b44-46ed-b107-6f2e0a715350_588,Karina Vasquez 588,baileyjameswhite-jackson.net588@example.com,Online,Canada
e411a9d7-9030-4b0c-85d5-aacbd294100f_589,Christy Bolton 589,robertjonesrhodes-clay.com589@example.com,Wholesale,Canada
ae3e6268-fb38-4c6c-ae6a-7c4848c6a7ed_590,James Hickman 590,eric17keller.org590@example.com,Online,Germany
f842e163-5455-4290-817c-75c5a87319fe_591,Marcus Chavez 591,michellesolismorris-brown.com591@example.com,Online,France
61a2d612-9a2f-4701-b3af-bb098c126e0e_592,David Allen 592,smithjaredyahoo.com592@example.com,Wholesale,Germany
a5accd5a-48f1-4eed-a703-7089c78cd2c3_593,Martha Martinez 593,tfitzgeraldhotmail.com593@example.com,Online,UK
aa5f89ca-5bea-430d-a19c-00cb9a7fde23_594,Jacob Gonzalez 594,kalvarezhotmail.com594@example.com,Retail,Canada
6c2b5781-c1a9-4ee2-9718-cfde6c4e5a8c_595,Lisa Hamilton 595,williamsmatthewyahoo.com595@example.com,Retail,UK
afad328e-a5c9-4f20-b967-26aaad2b2c82_596,Tara Rose 596,taylor17hernandez-anderson.com596@example.com,Online,USA
6d7fd4e2-85e9-4c6c-bfa7-c199d76f0813_597,Anthony Jones 597,dixonrobertguerrero-carroll.com597@example.com,Retail,USA
14eed987-95e7-46e4-813e-84bd5aff4594_598,Alexis Yang 598,kristicamerongmail.com598@example.com,Online,Germany
b4522738-e073-49de-aa8f-7654155287c7_599,Kevin Gibson 599,matthew23gmail.com599@example.com,Retail,France
9aa33580-fb70-4dd7-bf3d-5023140642a8_600,Michael Hamilton 600,fosteralexanderwoods.org600@example.com,Retail,UK
9e55f98d-4d84-4cb6-bc99-d86eb9d5546c_601,Lisa Vazquez 601,christopher20gmail.com601@example.com,Online,France
b22f2e91-0411-4e35-90e3-4b2b1ca64c33_602,Shannon Clark 602,ryangarrettlee.info602@example.com,Retail,Germany
2a85e3b1-1dd0-4ecd-8595-c9a36c0046f0_603,Nancy Wallace 603,csmithhotmail.com603@example.com,Online,USA
91c631cf-4b7a-423e-b38a-ea2d3e1cfa14_604,Jenna Cook 604,fpettylane.com604@example.com,Retail,France
836b47c3-7c71-4cc8-a651-73fa7ccc9258_605,Lisa Gregory 605,jenniferriceyahoo.com605@example.com,Retail,France
10423a8e-8da2-4a39-90db-8e34938f2b90_606,Matthew Small 606,pdeanwest-graham.com606@example.com,Wholesale,USA
78202426-3134-4ab8-b9e8-d78149bb1313_607,David Robinson 607,sandersonhotmail.com607@example.com,Wholesale,UK
6ab76840-f5b5-4c71-a3ef-5e69b61d56f5_608,Megan Navarro 608,christycampbellhotmail.com608@example.com,Online,USA
210c78d9-7b9e-49eb-aac4-363f1610ac0a_609,Christopher Vasquez 609,ntorreshotmail.com609@example.com,Wholesale,France
5bd972c7-04a4-44e7-bfcf-956e0c0b6cd1_610,Heather Moore 610,morgandanielmartinez.info610@example.com,Online,UK
c8ee46bf-571f-4cdb-be60-afde4200a1aa_611,Anthony Rich 611,melissarussohotmail.com611@example.com,Wholesale,UK
0ce87570-b4d6-43e6-9aa9-0d26ab636d66_612,Jessica Bryant 612,harringtonchelseacolon.net612@example.com,Retail,USA
1e392331-a142-468f-aac3-8bd31afc388c_613,Susan Moore 613,fgillhotmail.com613@example.com,Online,France
a5a7e280-277f-4cc6-996b-58f1ded89c47_614,Robert Martinez 614,xmontessanchez.com614@example.com,Online,Germany
15d1e2f8-2bd7-4038-8149-2b7a4968fdf2_615,Mike Perry 615,karenmorenotaylor.biz615@example.com,Retail,France
7570d730-e5e7-4add-a8c8-7ed8eb035cda_616,Kelli Fleming 616,athomasdrake.com616@example.com,Online,Canada
2a112eab-c5ba-46af-bb60-be1c66d29752_617,James Johnson 617,levinetinaliu.net617@example.com,Online,Germany
be216c79-b8b7-41b0-8de8-1d1edfa0bc17_618,Gregory Wilcox 618,ngriffinweber.com618@example.com,Wholesale,UK
a614f06a-c814-44cd-8fd4-2949e33ea976_619,Craig Turner 619,peter28campbell.net619@example.com,Online,Germany
28f78d49-a2bc-491e-81cd-c9a45738b277_620,Steve Fernandez 620,marilyntorresyahoo.com620@example.com,Retail,UK
bb63721d-1c45-4ba3-8159-ace5fca91028_621,Jake Sims 621,williamsdebragmail.com621@example.com,Wholesale,UK
bca2c581-928b-4e4b-8c47-2ded72e06bb4_622,Gerald Young 622,kevin92gray.net622@example.com,Wholesale,Germany
c74f054f-d2a5-4216-b14b-4d3695162359_623,Brent Dawson 623,davisrogergmail.com623@example.com,Retail,UK
13fc927f-7237-4f5b-b6fc-1c4679ebb8bb_624,Joseph Chapman 624,breanna67hotmail.com624@example.com,Retail,UK
bb51cd74-7d52-403f-b2a4-5575ee585967_625,Samantha Thomas 625,idawsonpalmer.info625@example.com,Wholesale,Canada
2826a561-bf1a-41d7-8858-f527792dd499_626,Jaclyn Crane 626,martinezashleygmail.com626@example.com,Online,France
5f187c02-1e24-4a97-a73e-f6f485d4bf0f_627,James Carter 627,douglaslawrencezuniga.com627@example.com,Wholesale,France
bd5a6112-d1b2-4e3c-aede-2487373058be_628,Bryan Bailey PhD 628,kberryyahoo.com628@example.com,Retail,Canada
60971a15-c806-42d3-967b-9583e6793a4b_629,Nathan Obrien 629,qgillhernandez-luna.com629@example.com,Wholesale,Germany
9fa38f4b-aa1c-42d8-9ff0-f466ccc07446_630,David Foster 630,pfitzgeraldcline.com630@example.com,Retail,USA
c5874243-cbd1-4fdc-a14e-d649926e402e_631,Kristina Martinez 631,stephanieweaverbernard.com631@example.com,Wholesale,USA
e598e5c2-80ac-4fb5-b9d0-5e2bc0249b51_632,Matthew Schmidt 632,kristin39miller-ferguson.com632@example.com,Online,USA
7dd12d57-0b84-4c50-96c1-b18366dc3989_633,Allison Kim 633,heathloganyahoo.com633@example.com,Wholesale,Canada
196dedc0-fad3-4352-9d59-598c174d6b87_634,Dominique White 634,kristopherrussellbrown.com634@example.com,Wholesale,Canada
4c4b52aa-0ef9-4903-b69a-deac06f4b0ee_635,Francisco Gutierrez 635,nicholas10gmail.com635@example.com,Retail,UK
9606006a-98d5-4b7e-808b-d6313d57ee27_636,Jordan Gordon 636,bruce78jones-johnson.com636@example.com,Retail,USA
44e7a702-04c4-4757-a2db-1ce3e9ea8b10_637,Laurie Garcia 637,ashley71mason.net637@example.com,Retail,Germany
3ec2e72a-c832-43f0-ab0e-63fdfc3d3138_638,Jessica Buck 638,smithstevenhotmail.com638@example.com,Wholesale,Germany
2ad98682-f8da-4a79-a72e-dd5f4a0c408d_639,Timothy Olson 639,okiddgmail.com639@example.com,Online,USA
4804044c-82a4-422e-9737-145095ccfda2_640,Patrick Hart 640,fosterdavidgmail.com640@example.com,Retail,USA
478a943a-ffb2-4fe1-8e75-69bcb99e6f7b_641,Christine Wagner 641,cynthia74gmail.com641@example.com,Retail,USA
57750d0f-5256-4276-bba7-5385a98afcb0_642,Tyler Murphy 642,lynchadamchambers.net642@example.com,Wholesale,Canada
7d2d93e8-b40b-4288-b24d-2a35e5304b87_643,Kimberly Cobb 643,staffordlisachambers-gomez.biz643@example.com,Retail,Canada
63021daa-5ba3-449c-99ef-827fd3d4ddd3_644,Randy Terry 644,fordsharonsmith-paul.com644@example.com,Online,Canada
5b9a289a-b58d-4c59-abe0-c8c1ae38cf46_645,Robert Garrett 645,tinacoffeycampbell.org645@example.com,Online,France
fbf8b1fe-3232-4e72-81d3-a0333586ae6f_646,Jennifer Kane 646,andreakellerhotmail.com646@example.com,Retail,Germany
90ad07c6-9a5c-48ad-aeb0-b110ac13b249_647,Kevin Reese 647,sarah38casey.net647@example.com,Retail,Germany
8f63c2bb-ae41-4155-80bf-6f6b9d4d0658_648,April Simmons 648,ryan64frazier.info648@example.com,Wholesale,UK
0b20802f-c24f-4f4c-846a-f2e65c896b2a_649,Courtney Ramirez 649,zstewartgmail.com649@example.com,Online,Canada
9262c536-e14e-41f7-94f1-6d9255af47da_650,Wanda Perez 650,starkjamesyahoo.com650@example.com,Online,France
a0135044-a041-401d-9016-8d654f90f91a_651,John Morton 651,john73yahoo.com651@example.com,Retail,France
55660d8e-d256-47ad-8def-4fd0d51fde3f_652,Cynthia Jones 652,garrettbethgmail.com652@example.com,Wholesale,Germany
0889360f-eaad-4b2f-8f89-2df6f97a822c_653,Steve Steele 653,ellisonscottbishop-reynolds.com653@example.com,Online,Canada
0d5d2f64-8f2b-492b-8e48-4034ad74dd43_654,James Davis 654,michellecobbhotmail.com654@example.com,Online,UK
76d6682f-6248-453e-b412-c27202b71c51_655,Sheryl Harvey 655,gibsonmarkgmail.com655@example.com,Wholesale,Canada
985d654b-0325-4820-9a49-de981ba651ed_656,Leslie Randall 656,michael79lopez-taylor.com656@example.com,Wholesale,USA
95a340d9-4fc9-463f-a0af-af9e0f7c59ad_657,Tyler Webster 657,dylanparkeryahoo.com657@example.com,Online,Canada
0211a6ca-f863-4f2d-9e6b-a4604a832ab5_658,Mary Thomas 658,hendersonjamesdavidson.com658@example.com,Online,USA
79c91e00-aaf8-41d5-b079-9b56576ff264_659,Vicki Greene 659,christina65gmail.com659@example.com,Wholesale,USA
ca087252-e048-42dc-b44d-24421ad74fd4_660,Kathleen Mora 660,stevenlewisnavarro-cisneros.com660@example.com,Online,UK
348f9ce0-603b-4183-bd75-f95ccea95510_661,Ronald Smith 661,howardangelaroberts.org661@example.com,Retail,Germany
0b3d58ad-5c23-4306-83f9-f409e9a74800_662,Christina Mitchell 662,jennifer58white.com662@example.com,Retail,Canada
19e79a3d-e920-4a24-8304-93f0d7c713b7_663,Michael Gray 663,sharon47wood.com663@example.com,Wholesale,USA
cc8cc291-fa23-48bc-86e4-abacf0effa1e_664,Dr. Sherry Jones MD 664,jamesgraystewart-jordan.com664@example.com,Wholesale,Canada
9db402f1-c359-4dc2-8bd3-72a9ebc78c06_665,Sarah Phillips 665,john42schmitt.com665@example.com,Wholesale,Germany
a9db47b9-ca7e-4b33-b87d-a6d7c8dfd1f1_666,Carol Hughes 666,lstoneyahoo.com666@example.com,Retail,Germany
b1cb62d0-8685-42d2-9fb6-8406b6658a34_667,Dr. John Perkins 667,jeffreyharrisfoster.biz667@example.com,Online,France
283edeec-9245-4468-a088-825ee3826da1_668,Jacqueline Pierce 668,phillipsaprilsilva.net668@example.com,Retail,Germany
737ea52f-6d15-4b06-961c-9af39f021a19_669,Jason Ballard 669,patrick27gmail.com669@example.com,Online,UK
5bed83be-136d-4cce-a535-f9d743fffdea_670,Elizabeth Shaw 670,sara11ward.com670@example.com,Retail,USA
54492845-acd3-456f-b257-69cd5571276b_671,Patrick Mack 671,janiceboltonhotmail.com671@example.com,Online,France
42d9c5d7-e991-46d5-8b0a-4802bd64e8d6_672,Elijah Short 672,wunderwoodhotmail.com672@example.com,Retail,UK
833cd4f2-a772-4290-b8d5-40ef030b4532_673,Tiffany Grimes MD 673,lhalltodd.com673@example.com,Wholesale,Canada
6dc56044-3016-462b-9886-75455025ac18_674,Melissa Clark 674,brooksbarbaragmail.com674@example.com,Retail,USA
027a76dc-bce0-4aef-b17f-a5c04e39f65a_675,Mr. Henry Perez MD 675,mark09gmail.com675@example.com,Online,Germany
fa2c9e79-2758-4f1a-a39e-5593ec11a44d_676,Erin Soto 676,zharrisgmail.com676@example.com,Retail,USA
nan_677,Keith Hayes 677,jacksonemilygmail.com677@example.com,Retail,Canada
9a760ea9-b063-49a0-9393-daad0835075f_678,Cody Jones DVM 678,jessekellergmail.com678@example.com,Retail,France
84be7e1c-5e5f-4eaa-8eb5-40787464d6f2_679,Gabriel Browning 679,veronicaandersonyahoo.com679@example.com,Wholesale,France
639509c4-119a-4396-be3e-9a907a6eaaa5_680,Sharon Anderson 680,ryan72andrews.info680@example.com,Retail,France
fdb7c107-01e7-4de7-b3a2-ca5f46834cc5_681,Austin Ross 681,renee77johnston-mclaughlin.com681@example.com,Wholesale,Germany
74d082c5-eb3c-4270-a188-d3d7a573dc30_682,Ryan Sparks 682,robertwhitehotmail.com682@example.com,Wholesale,UK
627967a3-7534-49c0-ae9c-92babbb5e037_683,Catherine Carroll 683,allenmonicayahoo.com683@example.com,Retail,UK
4ab946a2-89a9-4af3-a0ca-0f8ee1ef2dd3_684,Andrea Barber 684,wjenkinsmartinez.net684@example.com,Retail,USA
68fc0e45-5375-48d4-878e-0272c43be7af_685,David Hunter 685,jonesheatherhotmail.com685@example.com,Retail,Germany
bef7110a-57f9-43a7-a193-6947763f56ac_686,Cory Johnson 686,fletcherderekhotmail.com686@example.com,Online,France
761b7e11-7c19-4e61-b6d8-cbc7bfa93b6e_687,Joshua Allen 687,thomasramirezgmail.com687@example.com,Retail,France
9b639a38-049f-4b5f-96a7-aa062babba12_688,Edward Nichols 688,chrisgallagherhotmail.com688@example.com,Wholesale,Canada
5bab96cc-70ce-4646-a74b-8b9845f3dc5a_689,Miguel Stafford 689,ohortondavidson.biz689@example.com,Retail,Canada
0d6b160f-71a9-4c81-8eee-5680b0ba8fe3_690,Amber Bennett 690,nicholasallensmith.com690@example.com,Online,France
ae11d3c2-3130-4c8f-920e-0734564d46aa_691,Connie Khan 691,bradleyhuntmorris-sims.org691@example.com,Retail,France
6522e8b9-8aad-4665-af30-141d3505c563_692,Barbara Lewis 692,glenn65gmail.com692@example.com,Online,Germany
38583966-7572-46f6-b677-f5b463a1bcaa_693,Robert Santos 693,jonesjefferyyahoo.com693@example.com,Online,UK
fbac9ade-7fe4-46d1-994f-7c31c47dd678_694,Michelle Moody DVM 694,susan95horton.com694@example.com,Retail,Canada
c2ffd690-a2a6-461a-ace2-7ec9550100bf_695,Emily York 695,rogerscharlottehotmail.com695@example.com,Wholesale,UK
a3fdd59c-82d2-4bf8-a1e3-178b72ebde4e_696,Kathy Bush 696,andrewblakeparker.biz696@example.com,Online,Germany
1452e130-9ea8-4fe3-be59-034bc1dadb7d_697,James Phillips 697,charrismclean.info697@example.com,Retail,France
225f52ab-5425-44b8-a098-d2e3bd3fdb62_698,Mason Hodges 698,karen35yahoo.com698@example.com,Retail,UK
0dd7cac2-8a10-45c5-b4b0-738e3e040782_699,Mary Wright 699,lboydsoto-brown.info699@example.com,Wholesale,France
0d56e000-3145-4a6c-b423-23d911ea8815_700,Brenda Harris 700,brittanyguerrayoung.biz700@example.com,Online,France
2a064fd2-4fbc-4984-b792-2d9eb998e2d3_701,Danielle Thompson 701,justin73huffman-olson.com701@example.com,Online,USA
7880adc6-2af2-4718-a0b2-17f965f35984_702,Jonathan Moss 702,ysmithdickerson-blake.com702@example.com,Retail,UK
8d87b7be-271d-40f1-8985-c98d985defc4_703,Dawn Ford 703,nicholas97gmail.com703@example.com,Retail,UK
782152e0-b701-4925-a2fb-e906554ed52c_704,Thomas Smith 704,asullivanyahoo.com704@example.com,Wholesale,France
625046c0-5f86-4c8e-be00-6ccbf8723487_705,Martin Chapman MD 705,cruzarielhines.com705@example.com,Wholesale,Germany
a28e0841-7d16-4228-b589-717e8275b18a_706,Melissa Curtis 706,johnjohnsonyahoo.com706@example.com,Online,USA
073bca43-ad2a-4a7c-b4e1-0c33a1861de1_707,Maria Green 707,jonathanguzmanhotmail.com707@example.com,Online,France
1de20f2d-0328-4b00-a953-4ea7d76d9612_708,Maria Rangel 708,stonejacobyahoo.com708@example.com,Retail,Canada
40bc2b56-6d47-42f8-946a-77af2a736a67_709,Kathryn Ferguson 709,jessica11hotmail.com709@example.com,Online,Canada
582a2099-cc2b-4f49-86d5-3a909296ae08_710,Debra Clark 710,adam27gmail.com710@example.com,Wholesale,USA
b241cfd3-c614-4017-91e1-21c718cc8417_711,Jason Roberts 711,gregorylopezgmail.com711@example.com,Wholesale,Germany
80ab4b7f-2e96-4660-bc89-617d32b1792b_712,Joanne Olsen 712,brianwhitegreen.info712@example.com,Retail,France
1bf43b9f-9fda-45ac-a9b8-7e7aa0786a1f_713,Carol Carter 713,hillmatthewhotmail.com713@example.com,Wholesale,UK
ac3cebe3-7c35-4274-ba57-772b3c1a8ce2_714,Alexandra Adams 714,davisalexabennett.com714@example.com,Wholesale,USA
c1c4f618-7925-47d5-bc65-a804ee9ff73c_715,Jeffrey Wood 715,lisa56yahoo.com715@example.com,Wholesale,Germany
5b24bb54-f9ad-47ae-8ea7-61a69c5dfb8d_716,Renee Smith 716,anthonymartinezhotmail.com716@example.com,Wholesale,UK
c05e5ade-b303-4188-b378-cb94478b2f00_717,Isabella Montgomery 717,akellerhotmail.com717@example.com,Retail,Canada
527a9f7b-d007-4d41-b122-d458f521cf35_718,Isaac Williams 718,fhallyahoo.com718@example.com,Retail,Canada
14d49d3a-cb40-4cdd-9cd2-da08bd3c83c3_719,Todd David 719,navarrokellygmail.com719@example.com,Online,UK
