SalesOrderNumber,OrderDate,CustomerName,EmailAddress,Item,Quantity,UnitPrice,TaxAmount,ProductMetadata
SO1180,2024-06-10,Ann Ponce,dianawilson@gallagher.biz,Widget C,3.0,29.77,2.38,"{""color"": ""green"", ""warranty"": ""1 year""}"
SO1181,2024-07-30,Francisco Pitts,morrisrebecca@hotmail.com,Widget A,10.0,71.06,5.68,"{""color"": ""blue"", ""warranty"": ""2 years""}"
SO1182,2025-01-02,Ryan Lamb,barrypatel@hotmail.com,Gadget Y,,30.55,2.44,"{""color"": ""red"", ""warranty"": ""2 years""}"
SO1183,2025-02-06,Lauren Chapman,richardcarr@graves.com,Widget C,20.0,75.25,6.02,"{""color"": ""red"", ""warranty"": ""2 years""}"
SO1184,2025-04-17,Cassandra Bright,michelleross@wilson.com,Widget C,,74.7,5.98,"{""color"": ""green"", ""warranty"": ""1 year""}"
SO1185,2024-12-16,William Johnson,ghernandez@yahoo.com,Widget A,10.0,70.98,5.68,"{""color"": ""blue"", ""warranty"": ""1 year""}"
SO1186,2024-11-22,Tonya Mata,dustinbrown@hotmail.com,Widget C,1.0,78.42,6.27,"{""color"": ""red"", ""warranty"": ""1 year""}"
SO1187,2024-05-22,Julia Moore,imclean@hotmail.com,Gadget X,5.0,87.04,6.96,"{""color"": ""blue"", ""warranty"": ""3 years""}"
SO1188,2025-01-18,Ashley Campos,lewisjames@yahoo.com,Widget C,,24.15,1.93,"{""color"": ""yellow"", ""warranty"": ""3 years""}"
SO1189,2024-12-17,Renee Flowers,meagan53@gmail.com,Widget A,10.0,47.75,3.82,"{""color"": ""yellow"", ""warranty"": ""2 years""}"
SO1190,2025-01-29,Gabriela Brown,alyssa33@yahoo.com,Widget A,0.0,41.24,3.3,"{""color"": ""green"", ""warranty"": ""1 year""}"
SO1191,2024-12-10,Heather Hill,sophia15@yahoo.com,Widget B,20.0,52.99,4.24,"{""color"": ""yellow"", ""warranty"": ""2 years""}"
SO1192,2024-11-10,Molly Curry,margaret63@villarreal.com,Gadget X,,67.05,5.36,"{""color"": ""red"", ""warranty"": ""1 year""}"
SO1193,2024-06-07,Ronald Brown,jmorrison@yahoo.com,Widget B,20.0,28.03,2.24,"{""color"": ""red"", ""warranty"": ""2 years""}"
SO1194,2025-03-27,Robert Tyler,donnaperez@greer.com,Widget B,2.0,89.34,7.15,"{""color"": ""yellow"", ""warranty"": ""1 year""}"
SO1195,2024-07-31,Kyle Jackson,zkelly@hill-gibson.com,Gadget X,10.0,44.08,3.53,"{""color"": ""yellow"", ""warranty"": ""3 years""}"
SO1196,2024-12-17,Joshua Barrera,jeremy30@yahoo.com,Widget A,20.0,15.39,1.23,"{""color"": ""red"", ""warranty"": ""3 years""}"
SO1197,2024-08-28,Teresa Curry,donnamack@davis.biz,Widget C,10.0,64.15,5.13,"{""color"": ""blue"", ""warranty"": ""3 years""}"
SO1198,2025-01-16,Timothy Franklin,jacqueline89@cruz-gutierrez.info,Widget A,20.0,53.76,4.3,"{""color"": ""green"", ""warranty"": ""3 years""}"
SO1199,2024-12-08,Olivia Ross,stevenpope@page.biz,Widget A,10.0,18.31,1.46,"{""color"": ""green"", ""warranty"": ""1 year""}"
SO1200,2025-03-23,Sara Kennedy,dannycook@evans.com,Widget C,3.0,37.28,2.98,"{""color"": ""red"", ""warranty"": ""2 years""}"
SO1201,2024-10-29,Richard White,nicholspeter@shaw.com,Widget C,10.0,52.02,4.16,"{""color"": ""red"", ""warranty"": ""2 years""}"
SO1202,2024-09-17,Sheila Gonzalez,lauramoore@hotmail.com,Gadget Y,20.0,38.82,3.11,"{""color"": ""red"", ""warranty"": ""2 years""}"
SO1203,2024-07-10,Carmen Little,djensen@yahoo.com,Widget B,3.0,25.31,2.02,"{""color"": ""red"", ""warranty"": ""2 years""}"
SO1204,2025-02-15,Amanda Phillips,blackjohn@gmail.com,Gadget X,3.0,15.66,1.25,"{""color"": ""blue"", ""warranty"": ""1 year""}"
SO1205,2024-09-25,Melissa Gordon,brucewarren@sanchez.com,Widget C,2.0,41.86,3.35,"{""color"": ""yellow"", ""warranty"": ""1 year""}"
SO1206,2024-08-11,Barbara Wilkerson,shannonjackson@melendez-garcia.com,Gadget Y,10.0,18.31,1.46,"{""color"": ""red"", ""warranty"": ""2 years""}"
SO1207,2024-06-06,Felicia Burns,,Gadget Y,10.0,87.78,7.02,"{""color"": ""red"", ""warranty"": ""3 years""}"
SO1208,2024-08-05,Heather Spencer,stevenslauren@gmail.com,Gadget Y,2.0,28.77,2.3,"{""color"": ""green"", ""warranty"": ""3 years""}"
SO1209,2025-04-26,Brian Pittman,,Gadget Y,1.0,10.75,0.86,"{""color"": ""blue"", ""warranty"": ""1 year""}"
SO1210,2024-11-28,Richard Hoover,jodybrooks@carson.org,Widget A,3.0,52.46,4.2,"{""color"": ""green"", ""warranty"": ""1 year""}"
SO1211,2024-12-19,Brandon Diaz,npitts@gmail.com,Gadget Y,3.0,46.97,3.76,"{""color"": ""red"", ""warranty"": ""2 years""}"
SO1212,2024-08-21,Vanessa Adams,madelinejefferson@osborne-parrish.info,Widget C,1.0,67.34,5.39,"{""color"": ""yellow"", ""warranty"": ""1 year""}"
SO1213,2025-02-09,Stephen Lopez,laurenbryant@jackson-rodriguez.com,Widget C,20.0,86.85,6.95,"{""color"": ""green"", ""warranty"": ""3 years""}"
SO1214,2024-08-19,Luis Neal,vdavis@hotmail.com,Gadget Y,20.0,78.26,6.26,"{""color"": ""yellow"", ""warranty"": ""2 years""}"
SO1215,2024-10-21,Billy Lewis,bstrickland@yahoo.com,Gadget X,10.0,28.53,2.28,"{""color"": ""red"", ""warranty"": ""2 years""}"
SO1216,2024-08-08,Carlos George,carrilloariel@yahoo.com,Widget A,10.0,28.91,2.31,"{""color"": ""yellow"", ""warranty"": ""3 years""}"
SO1217,2024-07-11,Veronica Rogers,kbailey@hotmail.com,Widget C,5.0,38.33,3.07,"{""color"": ""green"", ""warranty"": ""2 years""}"
SO1218,2025-05-10,Kenneth Shepard,ssmith@gmail.com,Widget A,1.0,19.82,1.59,"{""color"": ""red"", ""warranty"": ""1 year""}"
SO1219,2025-02-10,Sean Patterson,chenshawn@yahoo.com,Gadget Y,0.0,25.04,2.0,"{""color"": ""blue"", ""warranty"": ""3 years""}"
SO1220,2024-10-27,Steven Patton,nancygreen@cummings-hoover.com,Widget C,5.0,69.19,5.54,"{""color"": ""yellow"", ""warranty"": ""1 year""}"
SO1221,2024-08-24,Patrick Landry,cookjoseph@anthony.com,Widget C,2.0,34.17,2.73,"{""color"": ""red"", ""warranty"": ""1 year""}"
SO1222,2024-10-07,Daniel Moore,stephen13@gmail.com,Gadget X,1.0,90.64,7.25,"{""color"": ""blue"", ""warranty"": ""1 year""}"
SO1223,2024-11-21,Kathleen Williams,,Gadget Y,,44.47,3.56,"{""color"": ""yellow"", ""warranty"": ""1 year""}"
SO1224,2024-12-12,Kendra Collins,,Widget C,5.0,42.2,3.38,"{""color"": ""red"", ""warranty"": ""3 years""}"
SO1225,2025-04-28,Maria Kramer,dodsonglenn@welch.com,Gadget X,2.0,72.1,5.77,"{""color"": ""red"", ""warranty"": ""3 years""}"
SO1226,2024-08-02,Victor Mckay,nroberson@stark.org,Widget B,5.0,53.99,4.32,"{""color"": ""blue"", ""warranty"": ""1 year""}"
SO1227,2024-09-16,Jacqueline Johnson,ebradley@yahoo.com,Widget A,2.0,54.04,4.32,"{""color"": ""blue"", ""warranty"": ""2 years""}"
SO1228,2025-05-12,Sara Diaz,diamondsmith@yahoo.com,Widget B,3.0,79.67,6.37,"{""color"": ""yellow"", ""warranty"": ""2 years""}"
SO1229,2025-02-05,Christina Harmon,kevincox@hill.info,Widget C,,60.06,4.8,"{""color"": ""yellow"", ""warranty"": ""1 year""}"
SO1230,2024-10-15,Sandra Bailey,justin41@smith.com,Gadget Y,20.0,16.9,1.35,"{""color"": ""red"", ""warranty"": ""3 years""}"
SO1231,2025-05-06,Cynthia Howell,hokaren@yahoo.com,Widget A,2.0,97.36,7.79,"{""color"": ""blue"", ""warranty"": ""3 years""}"
SO1232,2024-12-12,Taylor Bauer,kellercolleen@rivera-duncan.com,Widget A,0.0,65.95,5.28,"{""color"": ""blue"", ""warranty"": ""1 year""}"
SO1233,2025-04-07,Kelly Morrison,hawkinspenny@potts.com,Gadget X,,44.41,3.55,"{""color"": ""green"", ""warranty"": ""1 year""}"
SO1234,2024-06-21,Jason Fleming,ngrant@hotmail.com,Gadget X,20.0,95.99,7.68,"{""color"": ""red"", ""warranty"": ""1 year""}"
SO1235,2024-05-24,Abigail Olson,,Gadget X,20.0,96.75,7.74,"{""color"": ""red"", ""warranty"": ""1 year""}"
SO1236,2024-11-20,Virginia Shaw,rthornton@allen-flowers.com,Gadget X,5.0,10.64,0.85,"{""color"": ""green"", ""warranty"": ""3 years""}"
SO1237,2024-06-10,David Dunlap,liuwyatt@gallagher.com,Gadget X,0.0,21.34,1.71,"{""color"": ""blue"", ""warranty"": ""3 years""}"
SO1238,2024-12-21,Lorraine Stephens,dgonzalez@garcia.info,Gadget X,0.0,16.02,1.28,"{""color"": ""green"", ""warranty"": ""2 years""}"
SO1239,2024-07-21,Dana Conley,dale42@dean-barnes.info,Gadget Y,,39.99,3.2,"{""color"": ""red"", ""warranty"": ""3 years""}"
SO1240,2024-10-03,Kenneth Ritter,zskinner@gmail.com,Widget A,1.0,73.99,5.92,"{""color"": ""red"", ""warranty"": ""2 years""}"
SO1241,2025-01-27,Chad Mitchell,ogaines@hotmail.com,Gadget X,20.0,75.13,6.01,"{""color"": ""blue"", ""warranty"": ""2 years""}"
SO1242,2025-03-24,Katie Warren,carrie57@gmail.com,Gadget Y,5.0,90.6,7.25,"{""color"": ""green"", ""warranty"": ""1 year""}"
SO1243,2024-11-30,Tamara Dixon,rodney35@hotmail.com,Gadget X,2.0,91.65,7.33,"{""color"": ""yellow"", ""warranty"": ""3 years""}"
SO1244,2024-09-18,Chad Wilson,sray@neal.com,Widget A,20.0,93.68,7.49,"{""color"": ""yellow"", ""warranty"": ""3 years""}"
SO1245,2025-04-06,Eileen Hall,,Gadget Y,0.0,88.94,7.12,"{""color"": ""blue"", ""warranty"": ""3 years""}"
SO1246,2024-05-26,Barry Simmons,james09@stewart.com,Gadget Y,3.0,11.24,0.9,"{""color"": ""red"", ""warranty"": ""2 years""}"
SO1247,2024-10-08,Robert Hoover,rodneykey@jones.org,Gadget Y,3.0,98.92,7.91,"{""color"": ""green"", ""warranty"": ""1 year""}"
SO1248,2024-10-23,Stephanie Macdonald,fchen@gmail.com,Widget C,0.0,31.22,2.5,"{""color"": ""blue"", ""warranty"": ""3 years""}"
SO1249,2025-04-09,Shannon Villarreal,aferguson@reyes-morse.biz,Gadget Y,20.0,45.08,3.61,"{""color"": ""yellow"", ""warranty"": ""2 years""}"
SO1250,2024-11-13,Gregory Garrett,,Gadget Y,20.0,60.21,4.82,"{""color"": ""red"", ""warranty"": ""2 years""}"
SO1251,2025-01-14,Dr. Kristin Dean DDS,claudia77@thompson.com,Widget A,2.0,54.58,4.37,"{""color"": ""yellow"", ""warranty"": ""1 year""}"
SO1252,2024-10-10,Fernando James,,Widget A,2.0,91.89,7.35,"{""color"": ""blue"", ""warranty"": ""1 year""}"
SO1253,2024-05-24,Stacey Hall,sotojacqueline@gmail.com,Gadget X,1.0,23.26,1.86,"{""color"": ""yellow"", ""warranty"": ""3 years""}"
SO1254,2024-10-18,Nathan Collins,jesseholmes@miller.com,Widget C,3.0,36.34,2.91,"{""color"": ""green"", ""warranty"": ""1 year""}"
SO1255,2024-07-16,Dana Farrell,odougherty@hotmail.com,Widget A,5.0,19.78,1.58,"{""color"": ""yellow"", ""warranty"": ""2 years""}"
SO1256,2024-09-29,Cody Sanchez,brandyfrancis@powers.com,Widget B,20.0,47.17,3.77,"{""color"": ""yellow"", ""warranty"": ""3 years""}"
SO1257,2024-06-28,Dawn Patterson,cheyennewhitehead@koch-wright.com,Widget C,2.0,62.91,5.03,"{""color"": ""yellow"", ""warranty"": ""1 year""}"
SO1258,2025-03-28,Tracy Valencia,michellecastillo@castillo.com,Gadget Y,5.0,76.06,6.08,"{""color"": ""yellow"", ""warranty"": ""1 year""}"
SO1259,2024-10-22,Matthew Mccall,xchavez@hotmail.com,Widget A,5.0,50.09,4.01,"{""color"": ""blue"", ""warranty"": ""1 year""}"
SO1260,2024-12-20,Jason Mcguire,jonesmark@curtis-sullivan.org,Gadget Y,3.0,26.23,2.1,"{""color"": ""blue"", ""warranty"": ""2 years""}"
SO1261,2025-04-29,Alexis Mcmillan,kevinestrada@dominguez.com,Widget C,10.0,47.16,3.77,"{""color"": ""green"", ""warranty"": ""2 years""}"
SO1262,2024-12-12,Ryan Allen,,Gadget Y,,82.59,6.61,"{""color"": ""yellow"", ""warranty"": ""2 years""}"
SO1263,2025-02-14,Charlotte Lopez,mary65@hotmail.com,Widget C,20.0,96.9,7.75,"{""color"": ""blue"", ""warranty"": ""1 year""}"
SO1264,2024-09-13,Danny Harris,earl89@gmail.com,Gadget X,2.0,99.31,7.94,"{""color"": ""yellow"", ""warranty"": ""3 years""}"
SO1265,2025-02-08,Tina Fox,karenking@jones.net,Widget C,1.0,63.86,5.11,"{""color"": ""blue"", ""warranty"": ""1 year""}"
SO1266,2025-04-15,Lisa Ramirez,troygraves@hotmail.com,Gadget X,20.0,90.74,7.26,"{""color"": ""blue"", ""warranty"": ""3 years""}"
SO1267,2024-07-06,Michael Benson,wilsonkevin@williams.com,Widget B,1.0,80.6,6.45,"{""color"": ""blue"", ""warranty"": ""1 year""}"
SO1268,2024-10-20,Kyle Higgins,nathanjohnson@yahoo.com,Gadget X,20.0,11.48,0.92,"{""color"": ""green"", ""warranty"": ""1 year""}"
SO1269,2024-08-19,Connie Johnson DVM,karen94@yahoo.com,Gadget X,5.0,50.79,4.06,"{""color"": ""yellow"", ""warranty"": ""1 year""}"
SO1270,2025-04-29,Audrey Ford,marissa20@griffin.com,Widget B,3.0,57.12,4.57,"{""color"": ""red"", ""warranty"": ""2 years""}"
SO1271,2024-11-22,Kelsey Livingston,melissasweeney@olson.com,Gadget Y,5.0,70.33,5.63,"{""color"": ""red"", ""warranty"": ""3 years""}"
SO1272,2024-11-15,Julie Guerra,juliewhitaker@hines.org,Widget A,20.0,78.21,6.26,"{""color"": ""blue"", ""warranty"": ""3 years""}"
SO1273,2024-11-08,Dr. Mark Weaver PhD,jorge71@yahoo.com,Widget C,2.0,73.0,5.84,"{""color"": ""green"", ""warranty"": ""3 years""}"
SO1274,2024-11-11,Misty Lucas,tinasingh@gmail.com,Widget B,1.0,14.85,1.19,"{""color"": ""green"", ""warranty"": ""3 years""}"
SO1275,2025-01-26,Eric Blake,josefuentes@hotmail.com,Widget A,2.0,67.79,5.42,"{""color"": ""red"", ""warranty"": ""3 years""}"
SO1276,2024-09-30,Kathryn Fuller,carrollmark@hotmail.com,Gadget Y,2.0,62.4,4.99,"{""color"": ""green"", ""warranty"": ""2 years""}"
SO1277,2024-12-19,Thomas Hamilton,barberbonnie@cook.org,Widget B,2.0,72.63,5.81,"{""color"": ""red"", ""warranty"": ""1 year""}"
SO1278,2025-02-09,Amy Williams,patriciagriffin@hotmail.com,Widget A,10.0,52.5,4.2,"{""color"": ""yellow"", ""warranty"": ""2 years""}"
SO1279,2024-09-15,Elizabeth Sparks,jade44@knapp.com,Gadget Y,1.0,68.58,5.49,"{""color"": ""blue"", ""warranty"": ""3 years""}"
SO1280,2024-12-28,Michael Mitchell,mccarthystephen@todd.biz,Gadget X,0.0,70.39,5.63,"{""color"": ""blue"", ""warranty"": ""1 year""}"
SO1281,2024-07-18,Katherine Gutierrez,jonesjeffrey@padilla.net,Widget C,1.0,85.17,6.81,"{""color"": ""green"", ""warranty"": ""1 year""}"
SO1282,2024-09-17,Destiny Nguyen,megandouglas@yahoo.com,Gadget X,10.0,46.67,3.73,"{""color"": ""blue"", ""warranty"": ""3 years""}"
SO1283,2025-05-13,Jeffrey Fitzgerald,benjaminmitchell@gmail.com,Widget C,20.0,66.51,5.32,"{""color"": ""yellow"", ""warranty"": ""2 years""}"
SO1284,2024-05-26,Brad Crawford,yroberts@walsh-thompson.com,Widget C,0.0,90.23,7.22,"{""color"": ""red"", ""warranty"": ""2 years""}"
SO1285,2024-09-05,Dorothy Jones,nbriggs@yahoo.com,Widget B,0.0,18.66,1.49,"{""color"": ""green"", ""warranty"": ""1 year""}"
SO1286,2025-05-14,John Salas,mark66@gmail.com,Widget A,0.0,63.54,5.08,"{""color"": ""red"", ""warranty"": ""3 years""}"
SO1287,2024-11-08,Eddie Hester,keith53@hotmail.com,Widget C,1.0,78.99,6.32,"{""color"": ""red"", ""warranty"": ""1 year""}"
SO1288,2024-09-18,Crystal Gomez,,Widget B,0.0,58.56,4.68,"{""color"": ""yellow"", ""warranty"": ""3 years""}"
SO1289,2025-05-06,Larry Fitzpatrick,stephenferguson@hotmail.com,Gadget X,3.0,99.43,7.95,"{""color"": ""yellow"", ""warranty"": ""2 years""}"
SO1290,2024-10-16,Cindy Duarte,mcoleman@yahoo.com,Gadget X,5.0,78.8,6.3,"{""color"": ""blue"", ""warranty"": ""1 year""}"
SO1291,2024-12-29,Linda Moore,wattscolton@hotmail.com,Gadget X,20.0,65.27,5.22,"{""color"": ""red"", ""warranty"": ""2 years""}"
SO1292,2024-08-14,Thomas Johnston,,Widget A,0.0,88.81,7.1,"{""color"": ""green"", ""warranty"": ""3 years""}"
SO1293,2024-09-22,Melissa Perez,joseph58@guerrero-smith.com,Widget C,20.0,23.29,1.86,"{""color"": ""blue"", ""warranty"": ""1 year""}"
SO1294,2025-04-09,Robert Jimenez,michealsanchez@yahoo.com,Widget C,0.0,27.99,2.24,"{""color"": ""green"", ""warranty"": ""1 year""}"
SO1295,2024-07-14,Peter Willis,sarahmyers@nichols.com,Gadget Y,5.0,42.98,3.44,"{""color"": ""yellow"", ""warranty"": ""2 years""}"
SO1296,2024-11-15,Timothy Flores,qhawkins@hotmail.com,Widget A,5.0,69.13,5.53,"{""color"": ""yellow"", ""warranty"": ""2 years""}"
SO1297,2024-07-03,Bonnie Stafford,dburke@brown.com,Widget B,20.0,33.84,2.71,"{""color"": ""blue"", ""warranty"": ""1 year""}"
SO1298,2024-10-26,Paula Moyer,dcarter@yahoo.com,Widget B,1.0,32.94,2.64,"{""color"": ""blue"", ""warranty"": ""1 year""}"
SO1299,2025-02-18,Alice Johnson,adam35@nelson.net,Gadget Y,1.0,91.14,7.29,"{""color"": ""blue"", ""warranty"": ""1 year""}"
SO1300,2025-05-10,Bethany Robbins,michael40@gmail.com,Gadget X,2.0,57.28,4.58,"{""color"": ""blue"", ""warranty"": ""1 year""}"
SO1301,2024-07-21,Gary Jordan,jade78@winters.com,Widget A,10.0,94.34,7.55,"{""color"": ""green"", ""warranty"": ""2 years""}"
SO1302,2025-04-21,Deborah Mcbride,turnerkimberly@yahoo.com,Gadget Y,20.0,96.48,7.72,"{""color"": ""red"", ""warranty"": ""1 year""}"
SO1303,2025-01-21,Lisa Miller,james50@gentry-williams.biz,Widget A,3.0,98.92,7.91,"{""color"": ""red"", ""warranty"": ""1 year""}"
SO1304,2024-11-01,Andrew Smith,christopherruiz@hotmail.com,Widget A,5.0,45.95,3.68,"{""color"": ""red"", ""warranty"": ""2 years""}"
SO1305,2025-03-01,Elizabeth Boyle,leonard11@yahoo.com,Widget B,5.0,32.12,2.57,"{""color"": ""blue"", ""warranty"": ""1 year""}"
SO1306,2024-09-22,Brenda Foster,ingrammary@phillips.com,Gadget X,3.0,53.63,4.29,"{""color"": ""blue"", ""warranty"": ""2 years""}"
SO1307,2024-07-14,Jason Jones,melissadavis@yahoo.com,Gadget Y,1.0,19.15,1.53,"{""color"": ""red"", ""warranty"": ""3 years""}"
SO1308,2024-07-18,Cindy Johnson,foleysara@guzman.com,Widget A,3.0,12.96,1.04,"{""color"": ""green"", ""warranty"": ""1 year""}"
SO1309,2024-11-18,Suzanne Jackson,jenkinsdonald@sanford.com,Widget C,0.0,98.79,7.9,"{""color"": ""blue"", ""warranty"": ""1 year""}"
SO1310,2024-06-24,Travis Wood,mistysimpson@hotmail.com,Widget A,,97.89,7.83,"{""color"": ""red"", ""warranty"": ""3 years""}"
SO1311,2024-12-02,Jessica Ingram,sandersjennifer@jenkins.info,Gadget Y,5.0,21.8,1.74,"{""color"": ""yellow"", ""warranty"": ""2 years""}"
SO1312,2024-06-13,Ann Smith,ramosbethany@yahoo.com,Widget B,2.0,67.0,5.36,"{""color"": ""yellow"", ""warranty"": ""3 years""}"
SO1313,2025-04-30,Darren Robinson,daniellee@morgan-baker.info,Gadget Y,20.0,12.42,0.99,"{""color"": ""red"", ""warranty"": ""2 years""}"
SO1314,2025-03-02,Laurie Nelson,mandywilliams@stone-clarke.com,Gadget X,1.0,20.14,1.61,"{""color"": ""blue"", ""warranty"": ""2 years""}"
SO1315,2024-10-25,Rebecca Williams,thomasjanet@barber-woods.info,Widget A,2.0,34.05,2.72,"{""color"": ""red"", ""warranty"": ""3 years""}"
SO1316,2025-03-10,Michelle Griffin,wblevins@yahoo.com,Gadget X,2.0,69.85,5.59,"{""color"": ""blue"", ""warranty"": ""2 years""}"
SO1317,2024-06-08,Ronald Phillips,curtisisaiah@johnson-schmidt.com,Widget A,0.0,22.33,1.79,"{""color"": ""yellow"", ""warranty"": ""1 year""}"
SO1318,2024-09-06,David Daniels,,Gadget Y,1.0,94.21,7.54,"{""color"": ""red"", ""warranty"": ""2 years""}"
SO1319,2025-01-03,Melissa Miller,msmith@yahoo.com,Widget A,3.0,82.01,6.56,"{""color"": ""red"", ""warranty"": ""3 years""}"
SO1320,2025-03-06,Scott Nolan,kford@hotmail.com,Widget A,2.0,23.57,1.89,"{""color"": ""red"", ""warranty"": ""3 years""}"
SO1321,2024-11-18,Mary Williams,welchjamie@myers.biz,Widget A,2.0,61.23,4.9,"{""color"": ""yellow"", ""warranty"": ""1 year""}"
SO1322,2024-08-26,Eric Crawford,swaters@hardin-bradley.com,Widget C,10.0,80.89,6.47,"{""color"": ""red"", ""warranty"": ""3 years""}"
SO1323,2025-04-24,Joel Walters,kaylasmith@gmail.com,Widget B,10.0,15.8,1.26,"{""color"": ""blue"", ""warranty"": ""3 years""}"
SO1324,2025-03-01,Cynthia James,jaustin@turner-nolan.com,Widget B,,34.38,2.75,"{""color"": ""yellow"", ""warranty"": ""3 years""}"
SO1325,2025-05-04,Christopher Rodriguez,james51@gmail.com,Widget A,2.0,68.72,5.5,"{""color"": ""red"", ""warranty"": ""3 years""}"
SO1326,2025-04-04,Travis Rivera,christopherbailey@berry-stokes.com,Widget C,20.0,63.26,5.06,"{""color"": ""yellow"", ""warranty"": ""2 years""}"
SO1327,2025-01-07,Cathy Snyder,,Widget C,2.0,53.83,4.31,"{""color"": ""blue"", ""warranty"": ""1 year""}"
SO1328,2025-05-13,Christopher Chavez,robin00@schultz.com,Widget A,0.0,66.34,5.31,"{""color"": ""yellow"", ""warranty"": ""2 years""}"
SO1329,2024-07-09,Dale Walker,amy05@yahoo.com,Gadget Y,20.0,40.14,3.21,"{""color"": ""green"", ""warranty"": ""2 years""}"
SO1330,2024-10-17,Lauren Brown,kristen09@hall.net,Gadget X,1.0,41.94,3.36,"{""color"": ""blue"", ""warranty"": ""1 year""}"
SO1331,2024-06-05,Renee Savage,youngandrew@moore-carson.info,Widget C,3.0,88.19,7.06,"{""color"": ""red"", ""warranty"": ""3 years""}"
SO1332,2025-05-13,Kathy Gibson,robinsontony@valdez.com,Widget B,3.0,50.52,4.04,"{""color"": ""green"", ""warranty"": ""1 year""}"
SO1333,2024-10-23,Bridget Harper,,Gadget X,2.0,70.0,5.6,"{""color"": ""yellow"", ""warranty"": ""3 years""}"
SO1334,2025-04-14,Anthony Fitzpatrick,annawilliams@ortiz-marshall.net,Widget B,20.0,49.48,3.96,"{""color"": ""blue"", ""warranty"": ""2 years""}"
SO1335,2024-08-25,Melanie Jefferson,ericagraves@scott.biz,Widget C,10.0,66.48,5.32,"{""color"": ""yellow"", ""warranty"": ""3 years""}"
SO1336,2024-05-29,Robert Larson,hollylong@anderson-miller.info,Gadget X,3.0,92.63,7.41,"{""color"": ""red"", ""warranty"": ""1 year""}"
SO1337,2025-03-03,Tina Davis,chloe06@morales.com,Widget B,1.0,40.44,3.24,"{""color"": ""green"", ""warranty"": ""1 year""}"
SO1338,2025-01-03,Andrew Rocha,holly33@gmail.com,Widget B,5.0,43.46,3.48,"{""color"": ""red"", ""warranty"": ""2 years""}"
SO1339,2024-11-30,Timothy Davis,caseyreeves@hotmail.com,Widget A,0.0,64.53,5.16,"{""color"": ""blue"", ""warranty"": ""3 years""}"
SO1340,2024-07-17,Tony Clark,thomascobb@chavez.com,Gadget Y,0.0,16.88,1.35,"{""color"": ""yellow"", ""warranty"": ""1 year""}"
SO1341,2025-02-08,Erin Bennett,ldominguez@gmail.com,Widget B,,45.29,3.62,"{""color"": ""green"", ""warranty"": ""1 year""}"
SO1342,2025-01-06,Ashley Rodriguez,ballison@yahoo.com,Gadget X,0.0,20.07,1.61,"{""color"": ""yellow"", ""warranty"": ""3 years""}"
SO1343,2025-01-14,Christine Sparks,ralph78@powell.com,Widget C,0.0,90.34,7.23,"{""color"": ""red"", ""warranty"": ""1 year""}"
SO1344,2024-11-08,Sarah Smith,deaton@hotmail.com,Widget B,5.0,55.0,4.4,"{""color"": ""blue"", ""warranty"": ""1 year""}"
SO1345,2025-04-17,Jennifer Salinas,phillip30@gmail.com,Gadget X,1.0,49.3,3.94,"{""color"": ""red"", ""warranty"": ""2 years""}"
SO1346,2024-10-20,Jason Butler,cantumichael@gmail.com,Gadget X,10.0,16.09,1.29,"{""color"": ""yellow"", ""warranty"": ""3 years""}"
SO1347,2024-07-23,Elizabeth Meyer,zunderwood@gmail.com,Widget A,20.0,83.05,6.64,"{""color"": ""blue"", ""warranty"": ""1 year""}"
SO1348,2024-11-10,Bryan Roman,lmann@yahoo.com,Widget B,10.0,50.5,4.04,"{""color"": ""blue"", ""warranty"": ""3 years""}"
SO1349,2025-04-27,Mckenzie Williams,probertson@williams.com,Widget A,2.0,77.93,6.23,"{""color"": ""blue"", ""warranty"": ""3 years""}"
SO1350,2024-11-04,Jessica Dunn,andrewhughes@yahoo.com,Gadget Y,,12.8,1.02,"{""color"": ""green"", ""warranty"": ""2 years""}"
SO1351,2025-03-20,Sara Martinez,jamesjackson@gmail.com,Gadget Y,2.0,67.8,5.42,"{""color"": ""yellow"", ""warranty"": ""1 year""}"
SO1352,2024-08-12,Mackenzie Colon,,Widget B,5.0,81.94,6.56,"{""color"": ""yellow"", ""warranty"": ""2 years""}"
SO1353,2024-06-13,Cody Hicks,ann74@patel.info,Widget C,10.0,51.52,4.12,"{""color"": ""green"", ""warranty"": ""1 year""}"
SO1354,2024-12-05,David Sanders,richardedwards@gordon.com,Gadget Y,20.0,42.95,3.44,"{""color"": ""blue"", ""warranty"": ""2 years""}"
SO1355,2024-07-27,Jerry Parker,rebeccadavis@ramirez.biz,Widget C,3.0,44.43,3.55,"{""color"": ""green"", ""warranty"": ""3 years""}"
SO1356,2024-12-08,Denise Horne,daycameron@castillo.net,Widget A,10.0,88.77,7.1,"{""color"": ""yellow"", ""warranty"": ""1 year""}"
SO1357,2025-03-06,Charles Haynes,jenniferespinoza@carpenter.com,Gadget Y,3.0,70.69,5.66,"{""color"": ""blue"", ""warranty"": ""1 year""}"
SO1358,2024-11-10,Gregory Mcintosh,sandravasquez@yahoo.com,Widget C,5.0,57.49,4.6,"{""color"": ""blue"", ""warranty"": ""3 years""}"
SO1359,2024-12-17,Laura Webster,ppennington@gmail.com,Widget B,5.0,76.52,6.12,"{""color"": ""green"", ""warranty"": ""3 years""}"
